,temp,windspeed,registered,dia_sem_encoded,laborables_0,laborables_1,weathersit_encoded,month_encoded
559,28.836653,9.626493,4614,2,1,0,2,7
560,30.579153,11.166689,4111,1,0,1,3,7
561,31.296653,11.000529,5742,1,0,1,3,7
562,33.551653,7.666743,5865,2,0,1,3,7
563,32.526653,9.208614,4914,3,0,1,3,7
564,31.57,11.083743,5703,3,0,1,3,7
565,27.299153,14.000789,5123,3,1,0,2,7
566,24.429153,14.2911,3195,2,1,0,1,7
567,27.3675,6.2926936,4866,1,0,1,2,7
568,30.408347,9.291761,5831,1,0,1,3,7
569,30.784153,14.167418,6452,2,0,1,3,7
570,29.690847,11.0416,6790,3,0,1,3,7
571,31.843347,19.082471,5825,3,0,1,3,7
572,32.048347,10.250464,5645,3,1,0,3,7
573,30.989153,10.54245,4451,2,1,0,3,7
574,29.588347,11.416532,4444,1,0,1,3,7
575,29.964153,10.292339,6065,1,0,1,3,7
576,29.246653,11.083475,6248,2,0,1,3,7
577,29.4175,9.458993,6506,3,0,1,3,8
578,30.8525,8.666718,6278,3,0,1,3,8
579,31.399153,14.458064,5847,3,1,0,2,8
580,32.526653,17.249686,4479,2,1,0,3,8
581,31.535847,19.458207,3757,1,0,1,3,8
582,30.8525,8.666718,5780,1,0,1,2,8
583,30.169153,7.832836,5995,2,0,1,2,8
584,30.75,7.4169,6271,3,0,1,2,8
585,30.989153,10.4587,6090,3,0,1,3,8
586,29.349153,16.000471,4721,3,1,0,2,8
587,28.3925,13.834093,4052,2,1,0,2,8
588,28.734153,8.208304,4362,1,0,1,3,8
589,29.554153,9.126204,5676,1,0,1,3,8
590,29.793347,11.333586,5656,2,0,1,3,8
591,28.973347,11.374657,6149,3,0,1,3,8
592,29.485847,9.500332,6267,3,0,1,3,8
593,29.656653,15.500718,5665,3,1,0,3,8
594,27.811653,11.917089,5038,2,1,0,3,8
595,26.069153,5.79215,3341,1,0,1,2,8
596,26.069153,8.708593,5504,1,0,1,2,8
597,26.615847,4.8756436,5925,2,0,1,3,8
598,27.3675,4.7089811,6281,3,0,1,3,8
599,28.529153,5.6679186,6402,3,0,1,3,8
600,28.8025,4.8337686,6257,3,1,0,2,8
601,27.128347,16.375336,4224,2,1,0,2,8
602,26.786653,15.333486,3772,1,0,1,2,8
603,28.836653,8.625111,5928,1,0,1,3,8
604,29.861653,12.791975,6105,2,0,1,3,8
605,28.085,7.541654,6520,3,0,1,3,8
606,28.973347,5.1668189,6541,3,0,1,3,8
607,31.330847,11.291711,5917,3,1,0,3,8
608,30.886653,7.583529,3788,2,1,0,2,8
609,28.563347,4.2927436,3197,1,1,0,2,8
610,29.0075,10.125107,4069,1,0,1,3,8
611,29.759153,15.833507,5997,2,0,1,3,8
612,30.203347,12.583136,6280,3,0,1,3,8
613,28.563347,9.542207,5592,3,0,1,2,8
614,28.836653,11.500282,6459,3,1,0,3,8
615,27.025847,18.833968,4419,2,1,0,2,8
616,25.01,15.041232,5657,1,0,1,3,8
617,23.916653,17.333771,6407,1,0,1,3,8
618,23.6775,6.1676314,6697,2,0,1,3,8
619,24.565847,8.833682,6820,3,0,1,3,8
620,25.1125,5.5422936,6750,3,0,1,3,8
621,25.966653,6.958821,6630,3,1,0,3,8
622,24.941653,16.583907,5554,2,1,0,3,8
623,23.78,6.0422811,5167,1,0,1,3,8
624,23.814153,10.166714,5847,1,0,1,2,8
625,25.556653,23.958329,3702,2,0,1,2,8
626,22.6525,14.416725,6803,3,0,1,3,8
627,22.413347,7.917189,6781,3,0,1,3,8
628,24.565847,10.333343,6917,3,1,0,3,8
629,26.65,19.000061,5883,2,1,0,3,8
630,21.695847,14.958286,5453,1,0,1,3,8
631,21.080847,9.541068,6435,1,0,1,3,8
632,22.55,15.833507,6693,2,0,1,3,8
633,26.035,16.3748,6946,3,0,1,3,8
634,26.65,9.000914,6642,3,0,1,2,8
635,25.385847,10.999993,6370,3,1,0,2,8
636,22.2425,15.249468,5966,2,1,0,3,8
637,21.593347,9.042186,4874,1,0,1,3,8
638,21.354153,6.0838814,6015,1,0,1,2,7
639,24.224153,6.999825,4324,2,0,1,1,7
640,26.9575,4.4585686,6844,3,0,1,2,7
641,26.9575,7.875582,6437,3,0,1,2,7
642,25.215,7.12545,6640,3,1,0,3,7
643,22.720847,17.957675,4934,2,1,0,3,7
644,17.049153,9.457854,2729,1,0,1,2,7
645,15.716653,12.708493,4604,1,0,1,2,7
646,18.313347,12.7501,5791,2,0,1,2,7
647,21.080847,12.584007,6911,3,0,1,3,7
648,17.835,12.166932,6736,3,0,1,3,7
649,17.9375,15.751164,6222,3,1,0,3,7
650,16.126653,9.791514,4857,2,1,0,3,7
651,21.388347,18.667004,4559,1,1,0,3,7
652,23.028347,19.834479,5115,1,0,1,2,7
653,19.201653,12.208807,6612,2,0,1,3,7
654,18.689153,6.791857,6482,3,0,1,3,7
655,21.4225,15.874779,6501,3,0,1,2,7
656,23.096653,9.041918,4671,3,1,0,2,7
657,19.850847,7.874979,5284,2,1,0,3,7
658,19.030847,11.125618,4692,1,0,1,3,7
659,19.9875,5.4593811,6228,1,0,1,3,7
660,22.310847,6.3345686,6625,2,0,1,3,7
661,24.0875,4.8762064,6898,3,0,1,3,7
662,22.55,8.333125,6484,3,0,1,2,7
663,22.379153,8.875289,6262,3,1,0,2,7
664,21.73,15.791364,5209,2,1,0,2,7
665,19.5775,26.666536,3461,1,0,1,2,7
666,18.04,23.9994,20,1,0,1,1,7
667,13.045462,14.271603,1009,2,0,1,2,7
668,14.6575,11.166689,5147,3,0,1,2,7
669,14.999153,10.542182,5520,3,0,1,2,6
670,14.555,17.833725,5229,3,1,0,3,6
671,14.076653,18.125443,4109,2,1,0,2,6
672,13.359153,12.000236,3906,1,0,1,3,6
673,13.085847,15.833775,4881,1,0,1,3,6
674,11.514153,11.625371,5220,2,0,1,3,6
675,12.129153,20.375236,4709,3,0,1,2,6
676,14.439134,23.304945,4975,3,0,1,3,6
677,14.828347,14.375386,5283,3,1,0,3,6
678,15.955847,3.8756686,4446,2,1,0,3,6
679,17.254153,8.5425,4562,1,1,0,3,6
680,19.885,11.625639,5172,1,0,1,3,6
681,14.076653,22.917082,3767,2,0,1,2,6
682,11.855847,13.374875,5122,3,0,1,3,6
683,13.188347,10.250129,5125,3,0,1,2,6
684,14.145,11.458675,5214,3,1,0,3,6
685,13.325,12.041843,4316,2,1,0,3,6
686,14.0425,15.250004,3747,1,0,1,3,6
687,15.614153,15.749489,5050,1,0,1,2,6
688,15.340847,5.542575,5100,2,0,1,2,6
689,14.486653,6.917482,4531,3,0,1,3,6
690,13.94,3.5423436,1470,3,0,1,3,6
691,15.101653,9.917407,2307,3,1,0,3,6
692,11.411653,25.250357,1745,2,1,0,3,6
693,10.079153,10.0835,2115,1,0,1,3,6
694,12.846653,3.12555,4750,1,0,1,3,6
695,11.958347,15.916654,3836,2,0,1,2,6
696,12.163347,14.125007,5062,3,1,0,3,6
697,11.51567,7.739974,5080,3,0,1,3,6
698,12.231653,3.9175436,5306,3,1,0,3,6
699,12.231653,4.0001814,4240,2,1,0,2,4
700,14.2475,8.333393,3757,1,0,1,2,4
701,18.5525,5.5422936,5679,1,0,1,3,4
702,19.509153,11.666643,6055,2,0,1,3,4
703,17.971653,21.709407,5398,3,0,1,3,4
704,10.489153,11.708518,5035,3,0,1,3,4
705,13.154153,8.7502,4659,3,1,0,2,4
706,15.648347,6.792393,4429,2,1,0,2,4
707,15.750847,10.584325,2787,1,0,1,2,4
708,17.869153,12.750636,4841,1,0,1,2,4
709,14.486653,19.834479,5219,2,0,1,2,4
710,12.1975,10.916779,5009,3,0,1,2,4
711,12.129153,11.666643,5107,3,0,1,3,4
712,11.548347,8.792343,5182,3,1,0,3,4
713,13.290847,7.12545,4280,2,1,0,3,4
714,14.8625,6.749714,3248,1,0,1,2,4
715,16.126653,6.5833061,4373,1,0,1,2,4
716,16.844153,14.834068,5124,2,0,1,3,4
717,13.6325,12.334164,4934,3,0,1,3,4
718,13.53,8.875021,3814,3,0,1,2,4
719,13.393347,25.083661,3402,3,1,0,2,4
720,10.899153,27.292182,1544,2,1,0,3,4
721,10.079153,8.916561,1379,1,0,1,3,4
722,9.483464,5.1744368,746,1,0,1,2,4
723,11.943464,11.304642,573,2,1,0,2,4
724,9.976653,21.208582,432,3,0,1,1,4
725,10.420847,23.458911,1867,3,0,1,2,4
726,10.386653,10.416557,2451,3,1,0,2,4
727,10.386653,8.333661,1182,2,1,0,2,4
728,10.489153,23.500518,1432,1,0,1,3,4
729,8.849153,10.374682,2290,1,0,1,2,4
