,dteday,temp_es,windspeed_es,casual,dia_sem_encoded,laborables_0,laborables_1,weathersit_encoded,month_encoded,year_0,year_1
315,12-11-2018,-0.7592944393453669,0.2782080614921522,1275,4,1,0,3,4,1,0
316,13-11-2018,-0.29928422373042923,1.1770718323701315,1004,3,0,1,3,4,1,0
317,14-11-2018,0.18805901339307896,1.4980531312775192,595,1,0,1,3,4,1,0
318,15-11-2018,0.18805901339307896,0.11782709409034609,449,1,0,1,2,4,1,0
319,16-11-2018,-0.21274331939795596,-0.6925813278827027,145,0,0,1,1,4,1,0
320,17-11-2018,-0.8412771073374786,1.4821298780975511,139,1,1,0,2,4,1,0
321,18-11-2018,-1.210199113301981,-0.28348017811145354,245,2,1,0,3,4,1,0
322,19-11-2018,-0.9095959973309051,0.4386535477480101,943,4,0,1,3,4,1,0
323,20-11-2018,-0.1763102217422618,-0.05873520190763524,787,3,0,1,2,4,1,0
324,21-11-2018,-0.26284566056353514,-0.6767742086400274,220,1,0,1,1,4,1,0
325,22-11-2018,-0.43136376737692045,-0.9253266419889362,69,1,1,0,1,4,1,0
326,23-11-2018,-0.29928422373042923,1.875217448293159,112,0,0,1,2,4,1,0
327,24-11-2018,-0.6682062296949314,-0.2993389124373703,560,1,1,0,3,4,1,0
328,25-11-2018,-0.6590952225254082,-1.1820626467857671,1095,2,1,0,3,4,1,0
329,26-11-2018,-0.6545424516962463,-1.5753050622310996,1249,4,0,1,3,4,1,0
330,27-11-2018,-0.1990795413992708,0.23810314181359274,810,3,0,1,3,4,1,0
331,28-11-2018,0.04310272536062648,-0.6242816689835348,253,1,0,1,3,4,1,0
332,29-11-2018,-0.20363777773963213,0.8721686318924362,96,1,0,1,2,4,1,0
333,30-11-2018,-0.9323707824991138,1.0407693013004335,188,0,0,1,3,4,1,0
334,01-12-2018,-1.00068967249254,0.38267698997272354,182,1,1,0,3,3,1,0
335,02-12-2018,-0.9915786653230168,-1.15808485986598,268,2,1,0,3,3,1,0
336,03-12-2018,-1.0735613333151282,-1.222225633432973,706,4,0,1,3,3,1,0
337,04-12-2018,-0.9004904556725812,-1.3748127232653293,634,3,0,1,3,3,1,0
338,05-12-2018,-0.5998873397015051,-1.655469738390382,233,1,0,1,2,3,1,0
339,06-12-2018,-0.18086299257142371,0.5430063422912883,126,1,0,1,1,3,1,0
340,07-12-2018,-0.4678023305438145,0.9764698113524733,50,0,0,1,1,3,1,0
341,08-12-2018,-1.2557486836383984,0.6394620290986338,150,1,1,0,3,3,1,0
342,09-12-2018,-1.1191109036515454,-1.3908340451034564,261,2,1,0,3,3,1,0
343,10-12-2018,-1.2056463424728192,0.5512389480682897,502,4,0,1,3,3,1,0
344,11-12-2018,-1.5016966876147333,-1.5995525379608233,377,3,0,1,3,3,1,0
345,12-12-2018,-1.4060502416239362,-1.6394471261751737,143,1,0,1,3,3,1,0
346,13-12-2018,-1.1646550084767635,-0.6445663966974006,155,1,0,1,3,3,1,0
347,14-12-2018,-0.9733621164951695,-1.671599451903316,178,0,0,1,2,3,1,0
348,15-12-2018,-0.39948344055038776,1.0005611514553914,181,1,1,0,2,3,1,0
349,16-12-2018,-0.6590952225254082,0.9042086948145288,178,2,1,0,2,3,1,0
350,17-12-2018,-1.2967400176344541,0.6795798525480036,275,4,0,1,2,3,1,0
351,18-12-2018,-1.4060502416239362,-0.2674020796817609,220,3,0,1,3,3,1,0
352,19-12-2018,-1.196535335303296,-0.22718102606590826,260,1,0,1,3,3,1,0
353,20-12-2018,-0.5998873397015051,-1.6636958922819787,216,1,0,1,2,3,1,0
354,21-12-2018,-0.3676031137238555,0.39870347331917483,107,0,0,1,2,3,1,0
355,22-12-2018,-0.3949306697212258,-1.8481656190325408,227,1,1,0,2,3,1,0
356,23-12-2018,-0.6682062296949314,1.0806161455627858,163,2,1,0,3,3,1,0
357,24-12-2018,-1.0553447844872812,-0.0025521837993833984,155,4,0,1,3,3,1,0
358,25-12-2018,-1.206832358403105,-0.4569326653441412,303,3,1,0,3,3,1,0
359,26-12-2018,-0.9501938145205986,0.6318100930080979,430,1,0,1,3,3,1,0
360,27-12-2018,-0.9323707824991138,-0.026475774881767025,103,1,0,1,2,3,1,0
361,28-12-2018,-1.073763557229509,1.3350139870887818,255,0,0,1,3,3,1,0
362,29-12-2018,-1.351395129629195,-0.917326304086521,254,1,1,0,3,3,1,0
363,30-12-2018,-1.005242443321702,-0.7247375247420881,491,2,1,0,3,3,1,0
364,31-12-2018,-0.4678023305438145,0.3826253748894821,665,4,0,1,3,3,1,0
365,01-01-2019,-0.6864227785227788,0.021487541220293678,686,3,1,0,3,1,0,1
366,02-01-2019,-1.21634234789019,1.7957302201014198,244,1,0,1,3,1,0,1
367,03-01-2019,-1.888835242407083,2.260343391898783,89,1,0,1,3,1,0,1
368,04-01-2019,-2.121119468384733,-0.07486491542056935,95,0,0,1,2,1,0,1
369,05-01-2019,-1.2557486836383984,-0.7808689277670985,140,1,1,0,3,1,0,1
370,06-01-2019,-0.8822684413335345,-0.29154503486792044,307,2,1,0,3,1,0,1
371,07-01-2019,-0.5588960057054492,-0.2031542048170418,1070,4,0,1,3,1,0,1
372,08-01-2019,-0.8640518925056873,0.013422684463826452,599,3,0,1,3,1,0,1
373,09-01-2019,-1.4834746732756867,-1.1820084509483637,106,1,0,1,2,1,0,1
374,10-01-2019,-1.0214804770953396,-0.03806336106945898,173,1,0,1,3,1,0,1
375,11-01-2019,-1.210199113301981,-0.76494567458713,92,0,0,1,2,1,0,1
376,12-01-2019,-0.6181038885293525,-0.12303469185559572,269,1,1,0,2,1,0,1
377,13-01-2019,-1.210199113301981,2.420827589467072,174,2,1,0,3,1,0,1
378,14-01-2019,-1.7248699064228599,-0.042824852498477076,333,4,0,1,3,1,0,1
379,15-01-2019,-1.797741567245448,0.7839842621745229,284,3,0,1,3,1,0,1
380,16-01-2019,-1.6702147944281187,0.5271992230486127,217,1,0,1,3,1,0,1
381,17-01-2019,-0.669791227942779,2.0469021189248293,127,1,0,1,2,1,0,1
382,18-01-2019,-1.0507920136581193,2.9024092198800417,109,0,0,1,3,1,0,1
383,19-01-2019,-1.6702147944281187,0.38267698997272354,130,1,1,0,3,1,0,1
384,20-01-2019,-1.5199132364425805,0.15804814770619868,115,2,1,0,2,1,0,1
385,21-01-2019,-1.7613084695897536,0.4147299566656261,67,4,1,0,2,1,0,1
386,22-01-2019,-1.8205163524136565,0.11789161294439778,196,3,0,1,2,1,0,1
387,23-01-2019,-1.5153604656134185,-1.0296407252197832,145,1,0,1,2,1,0,1
388,24-01-2019,-0.8367243365083167,-0.8611303822074585,439,1,0,1,3,1,0,1
389,25-01-2019,-1.1008888893124988,-0.37976811589826454,467,0,0,1,3,1,0,1
390,26-01-2019,-0.8412771073374786,-1.5111088024496222,244,1,1,0,2,1,0,1
391,27-01-2019,-0.3858196625517026,1.9635050481775551,269,2,1,0,2,1,0,1
392,28-01-2019,-0.9824731236646927,0.2622977120829941,775,4,0,1,3,1,0,1
393,29-01-2019,-1.1646550084767635,0.639358798932151,558,3,0,1,3,1,0,1
394,30-01-2019,-1.2375266692993516,0.32633912661474745,126,1,0,1,3,1,0,1
395,31-01-2019,-0.5771125545332965,0.9202351781609797,324,1,0,1,3,1,0,1
396,01-02-2019,-0.14442442940452968,-0.018514148291782977,304,0,0,1,3,2,0,1
397,02-02-2019,-0.5270102133677175,-0.04277323741523566,190,1,1,0,2,2,0,1
398,03-02-2019,-0.9961369016633781,-0.15491990952796372,310,2,1,0,3,2,0,1
399,04-02-2019,-1.264854225296722,-0.8852733373936181,384,4,0,1,2,2,0,1
400,05-02-2019,-1.2557486836383984,-0.18717933655383195,318,3,0,1,2,2,0,1
401,06-02-2019,-1.1640592677560206,-0.4735914334602994,206,1,0,1,3,2,0,1
402,07-02-2019,-0.7729582173440523,-0.5564465458335394,199,1,0,1,3,2,0,1
403,08-02-2019,-1.305845559292778,-0.7326862475612619,109,0,0,1,2,2,0,1
404,09-02-2019,-1.2603014544675601,0.04561759263564298,163,1,1,0,3,2,0,1
405,10-02-2019,-1.1737660156462866,-0.9493663670086131,227,2,1,0,2,2,0,1
406,11-02-2019,-1.4834746732756867,1.2812697816636855,192,4,0,1,1,2,0,1
407,12-02-2019,-2.0118092443952507,2.8221864767521136,73,3,0,1,3,2,0,1
408,13-02-2019,-1.4925856804452098,-0.29960989162438767,94,1,0,1,3,2,0,1
409,14-02-2019,-0.9642511093256463,-0.6364499248576923,135,1,0,1,2,2,0,1
410,15-02-2019,-0.8048440096817842,-0.114866604932646,141,0,0,1,3,2,0,1
411,16-02-2019,-0.9779148873243314,-1.2784641377557096,74,1,1,0,2,2,0,1
412,17-02-2019,-0.8321715656791547,0.1979982221350336,349,2,1,0,3,2,0,1
413,18-02-2019,-0.813949551340108,0.005512672957083484,1435,4,1,0,3,2,0,1
414,19-02-2019,-1.1783187864754485,0.8079078532569072,618,3,0,1,2,2,0,1
415,20-02-2019,-1.1783187864754485,0.4978431444550728,502,1,0,1,3,2,0,1
416,21-02-2019,-1.1355456958283643,0.19633363570049892,163,1,0,1,3,2,0,1
417,22-02-2019,-0.545232227706764,0.5673686615812238,394,0,0,1,3,2,0,1
418,23-02-2019,-0.22640709739664114,0.00530621262411815,516,1,1,0,3,2,0,1
419,24-02-2019,-0.48146610854249966,0.6073187360100587,246,2,1,0,2,2,0,1
420,25-02-2019,-1.1191109036515454,2.9825803479247295,317,4,0,1,3,2,0,1
421,26-02-2019,-1.1828715573046105,0.19003659554504954,515,3,0,1,3,2,0,1
422,27-02-2019,-0.7046393273506261,1.000445017518098,253,1,0,1,3,2,0,1
423,28-02-2019,-0.7456306613466818,0.03761725473322779,229,1,0,1,3,2,0,1
424,01-03-2019,-0.05333621975409394,0.47079684083658485,325,0,0,1,3,4,0,1
425,02-03-2019,-0.7775164536844137,-0.5883833785891488,246,1,1,0,2,4,0,1
426,03-03-2019,-0.4450275453756056,-0.3796648857317817,956,2,1,0,2,4,0,1
427,04-03-2019,-0.9278180116699518,1.8590361196969842,710,4,0,1,3,4,0,1
428,05-03-2019,-1.3787226856265657,0.49493979602274474,203,3,0,1,3,4,0,1
429,06-03-2019,-1.2967400176344541,0.13385357743679735,221,1,0,1,3,4,0,1
430,07-03-2019,-0.49968265737034673,2.003661582939356,432,1,0,1,3,4,0,1
431,08-03-2019,0.17439523539439378,3.2396363662376566,486,0,0,1,3,4,0,1
432,09-03-2019,-0.4632495597146526,2.8942927480403333,447,1,1,0,2,4,0,1
433,10-03-2019,-1.1373274524793928,0.45483487634418523,968,2,1,0,3,4,0,1
434,11-03-2019,-0.7315733665416344,0.41402024927105685,1658,4,0,1,3,4,0,1
435,12-03-2019,-0.15808820740321486,0.22208956223795207,838,3,0,1,3,4,0,1
436,13-03-2019,0.3793519053746726,0.5993571094200747,762,1,0,1,3,4,0,1
437,14-03-2019,0.4203432393707286,-0.9734577071115315,997,1,0,1,3,4,0,1
438,15-03-2019,0.33836057137861714,-0.5241355037244297,1005,0,0,1,3,4,0,1
439,16-03-2019,-0.32661177972779953,-0.9975877585268808,548,1,1,0,2,4,0,1
440,17-03-2019,0.10152357457180511,-1.0296923403030247,3155,2,1,0,2,4,0,1
441,18-03-2019,-0.1262078805766826,-0.8209222323624166,2207,4,0,1,2,4,0,1
442,19-03-2019,0.2700416813851904,-0.3636900174685719,982,3,0,1,3,4,0,1
443,20-03-2019,0.3565771202064642,-0.8933381941500854,1051,1,0,1,3,4,0,1
444,21-03-2019,0.1971700205626022,-1.3025516067273846,1122,1,0,1,2,4,0,1
445,22-03-2019,0.32014402255076957,-0.9411982800856632,1334,0,0,1,3,4,0,1
446,23-03-2019,0.57975580452579,-0.9574828388483216,2469,1,1,0,2,4,0,1
447,24-03-2019,0.03775745540754075,0.02943626403946745,1033,2,1,0,2,4,0,1
448,25-03-2019,-0.3175007725582763,0.39063861656270793,1532,4,0,1,2,4,0,1
449,26-03-2019,-0.27195666773305843,2.533258144537628,795,3,0,1,3,4,0,1
450,27-03-2019,-0.941481789668637,-0.04270871856118397,531,1,0,1,3,4,0,1
451,28-03-2019,-0.06244176141241777,1.3054643519330866,674,1,0,1,3,4,0,1
452,29-03-2019,-0.007786649417677125,1.6664989554357925,834,0,0,1,3,4,0,1
453,30-03-2019,-0.6864227785227788,-0.6766064596194928,796,1,1,0,2,4,0,1
454,31-03-2019,-0.39037243338086447,0.7757129450850906,2301,2,1,0,2,4,0,1
455,01-04-2019,-0.38126689172254064,-0.2352974979056169,2347,4,0,1,2,5,0,1
456,02-04-2019,-0.3371055612307899,1.569578732879274,1208,3,0,1,3,5,0,1
457,03-04-2019,-0.15808820740321486,-1.1660981015392056,1348,1,0,1,3,5,0,1
458,04-04-2019,0.2518251325573433,-0.12293146168911288,1058,1,0,1,3,5,0,1
459,05-04-2019,-0.3311645505569614,0.3745605181330153,1192,0,0,1,3,5,0,1
460,06-04-2019,-0.504240893710708,1.4179465220868839,1807,1,1,0,3,5,0,1
461,07-04-2019,-0.3175007725582763,1.088681002319253,3252,2,1,0,3,5,0,1
462,08-04-2019,0.02409367740885559,0.5431740913118228,2230,4,0,1,3,5,0,1
463,09-04-2019,-0.03511420541504745,2.1638877050914376,905,3,0,1,3,5,0,1
464,10-04-2019,-0.2673984313926971,0.7596864617386391,819,1,0,1,3,5,0,1
465,11-04-2019,-0.8028600291163752,1.3519566381627677,482,1,0,1,3,5,0,1
466,12-04-2019,-0.5361212205372408,1.289437868586635,663,0,0,1,3,5,0,1
467,13-04-2019,-0.29017321656090594,-0.4520292324362094,1252,1,1,0,3,5,0,1
468,14-04-2019,-0.003233878588514734,0.005357827707359569,2795,2,1,0,3,5,0,1
469,15-04-2019,0.6070833605231604,0.44682163467095976,2846,4,0,1,3,5,0,1
470,16-04-2019,0.921350254492922,1.2171767520486905,1198,3,1,0,3,5,0,1
471,17-04-2019,0.6161889021814841,1.0726545189728014,989,1,0,1,3,5,0,1
472,18-04-2019,-0.1763102217422618,-0.291493419784679,347,1,0,1,2,5,0,1
473,19-04-2019,0.014982670239332346,-1.6074560975821608,846,0,0,1,3,5,0,1
474,20-04-2019,0.16984246456523186,-0.5242903489741539,1340,1,1,0,3,5,0,1
475,21-04-2019,0.4066794613720434,1.2011502687022395,2541,2,1,0,3,5,0,1
476,22-04-2019,-0.5406739913664027,1.987751233530198,120,4,0,1,1,5,0,1
477,23-04-2019,-0.9505873313269608,1.4580514417654429,195,3,0,1,2,5,0,1
478,24-04-2019,-0.4495857817159669,0.7597896919051219,518,1,0,1,3,5,0,1
479,25-04-2019,-0.10343309540847373,-0.9253266419889362,655,1,0,1,3,5,0,1
480,26-04-2019,0.014982670239332346,-0.1790628647141233,475,0,0,1,2,5,0,1
481,27-04-2019,-0.20819054856879404,2.0275851740217394,1014,1,1,0,3,5,0,1
482,28-04-2019,-0.6499842153558849,-0.7810237730168228,1120,2,1,0,2,5,0,1
483,29-04-2019,-0.20363777773963213,-0.9496373461956303,2229,4,0,1,3,5,0,1
484,30-04-2019,-0.1717519854019,-0.2434139697453252,665,3,0,1,2,5,0,1
485,01-05-2019,0.6435164581788549,-0.4439643756797422,653,1,0,1,2,6,0,1
486,02-05-2019,0.3747991345455107,-0.676722593556786,667,1,0,1,3,6,0,1
487,03-05-2019,0.3520243493773023,-0.7330088418315206,764,0,0,1,2,6,0,1
488,04-05-2019,0.7209463553418045,-0.3556767757953464,1069,1,1,0,3,6,0,1
489,05-05-2019,0.6890660285152722,-0.48401768027506026,2496,2,1,0,2,6,0,1
490,06-05-2019,0.3656881273759875,-0.5241871188076711,2135,4,0,1,2,6,0,1
491,07-05-2019,0.2290503473891349,0.5189795210424215,1008,3,0,1,2,6,0,1
492,08-05-2019,0.4704455805363078,1.3616989851245802,738,1,0,1,2,6,0,1
493,09-05-2019,0.4340070173694138,0.3343394645171627,620,1,0,1,2,6,0,1
494,10-05-2019,0.0559740042353883,1.5944055879183827,1026,0,0,1,3,6,0,1
495,11-05-2019,0.20627556222092602,0.5991893603995401,1319,1,1,0,3,6,0,1
496,12-05-2019,0.3747991345455107,-0.8693113729012185,2622,2,1,0,3,6,0,1
497,13-05-2019,0.6389636873496931,0.4466667894212355,2172,4,0,1,3,6,0,1
498,14-05-2019,0.4248960101998905,0.2863374371026708,342,3,0,1,2,6,0,1
499,15-05-2019,0.6344109165205312,-0.5562787968130048,625,1,0,1,2,6,0,1
500,16-05-2019,0.7710486965073837,-0.8773246145744443,991,1,0,1,3,6,0,1
501,17-05-2019,0.5342062341893727,0.5029014226127287,1242,0,0,1,3,6,0,1
502,18-05-2019,0.3747991345455107,-0.692736173132427,1521,1,1,0,3,6,0,1
503,19-05-2019,0.5706447973562668,-1.3745972302927965,3410,2,1,0,3,6,0,1
504,20-05-2019,0.684507792174911,0.8241020856238926,2704,4,0,1,3,6,0,1
505,21-05-2019,0.5615337901867431,0.5510195839645138,630,3,0,1,2,6,0,1
506,22-05-2019,0.6526274653483782,-0.9333914987454033,819,1,0,1,2,6,0,1
507,23-05-2019,0.6890660285152722,-1.1420067614362872,766,1,0,1,2,6,0,1
508,24-05-2019,0.8712479133273427,-0.22718102606590826,1059,0,0,1,3,6,0,1
509,25-05-2019,1.0078856933141953,-0.6445663966974006,1417,1,1,0,3,6,0,1
510,26-05-2019,1.0762045833076215,0.10955577700091353,2855,2,1,0,3,6,0,1
511,27-05-2019,1.0625408053089365,0.31832588494152164,3283,4,1,0,3,6,0,1
512,28-05-2019,1.1855148072971038,0.07767055932854551,2557,3,0,1,3,6,0,1
513,29-05-2019,1.240169919291845,1.3535825132848713,880,1,0,1,3,6,0,1
514,30-05-2019,0.8803589204968659,-0.7248407549085709,745,1,0,1,2,6,0,1
515,31-05-2019,1.0078856933141953,0.061644075982094246,1100,0,0,1,3,6,0,1
516,01-06-2019,0.8666951424981808,0.6072671209268176,533,1,1,0,2,7,0,1
517,02-06-2019,0.47955112219463164,-0.05083809417170288,2795,2,1,0,3,7,0,1
518,03-06-2019,0.584308575354952,-0.08277492692731231,2494,4,0,1,3,7,0,1
519,04-06-2019,0.5569810193575812,1.2172283671319322,1071,3,0,1,3,7,0,1
520,05-06-2019,0.24726689621698197,0.24611638348681855,968,1,0,1,2,7,0,1
521,06-06-2019,0.32014402255076957,-1.4629880603436751,1027,1,0,1,3,7,0,1
522,07-06-2019,0.584308575354952,-0.4277830470835667,1038,0,0,1,3,7,0,1
523,08-06-2019,0.83936758650081,-0.19508934806057493,1488,1,1,0,3,7,0,1
524,09-06-2019,1.1764038001275805,-0.5963450051791328,2708,2,1,0,3,7,0,1
525,10-06-2019,1.2629447044600537,-0.7326862475612619,2224,4,0,1,3,7,0,1
526,11-06-2019,1.2310589121223217,0.22208956223795207,1017,3,0,1,2,7,0,1
527,12-06-2019,0.8621369061578195,0.31026102818505474,477,1,0,1,2,7,0,1
528,13-06-2019,0.8758006841565046,1.9714021559134878,1173,1,0,1,3,7,0,1
529,14-06-2019,0.8348093501604487,0.8159210949301327,1180,0,0,1,3,7,0,1
530,15-06-2019,0.7847124745060688,-0.17916609488060614,1563,1,1,0,3,7,0,1
531,16-06-2019,0.7437211405100134,-0.3075586144435614,2963,2,1,0,3,7,0,1
532,17-06-2019,0.5296534633602108,-0.5883833785891488,2634,4,0,1,3,7,0,1
533,18-06-2019,0.3975684542025202,-0.20330905006676606,653,3,0,1,2,7,0,1
534,19-06-2019,1.0534297981394132,-0.5482139400565376,968,1,0,1,3,7,0,1
535,20-06-2019,1.568100591260292,-0.9895874206244656,872,1,0,1,3,7,0,1
536,21-06-2019,1.695627364077621,-0.9253911608429879,778,0,0,1,3,7,0,1
537,22-06-2019,1.5407730352629212,-0.09884012158619473,964,1,1,0,3,7,0,1
538,23-06-2019,1.2902722604574242,-0.13911279028528842,2657,2,1,0,3,7,0,1
539,24-06-2019,1.354032914110489,-0.580370136915923,2551,4,0,1,3,7,0,1
540,25-06-2019,1.2037313561249514,1.417882003232832,1139,3,0,1,3,7,0,1
541,26-06-2019,0.739162904169652,2.027701307959033,1077,1,0,1,3,7,0,1
542,27-06-2019,1.1035321393049924,1.0487309278904178,1077,1,0,1,3,7,0,1
543,28-06-2019,1.3859187064482212,-0.24325912449560094,921,0,0,1,3,7,0,1
544,29-06-2019,1.850487158403521,-0.32368832795649555,829,1,1,0,3,7,0,1
545,30-06-2019,1.4724541452694946,-0.37976811589826454,1455,2,1,0,3,7,0,1
546,01-07-2019,1.7502824760723625,-0.28353179319469496,1421,4,0,1,3,7,0,1
547,02-07-2019,1.5635478204311297,0.06148923073236999,904,3,0,1,3,7,0,1
548,03-07-2019,1.5589895840907684,-0.8292580683059009,1052,1,0,1,3,7,0,1
549,04-07-2019,1.6045391544271852,-0.7168275132353451,2562,1,1,0,3,7,0,1
550,05-07-2019,1.814048595236627,0.04551436246916014,1405,0,0,1,3,7,0,1
551,06-07-2019,1.8186013660657883,-0.5724085103259389,1366,1,1,0,3,7,0,1
552,07-07-2019,2.0007887163890588,-0.34772805297617226,1448,2,1,0,3,7,0,1
553,08-07-2019,1.7867210392392556,-0.8371035609585921,1203,4,0,1,3,7,0,1
554,09-07-2019,1.1764038001275805,-0.12293146168911288,998,3,0,1,2,7,0,1
555,10-07-2019,1.2310589121223217,-0.500211912642046,954,1,0,1,2,7,0,1
556,11-07-2019,1.2082895924653128,-0.5002635277252871,975,1,0,1,3,7,0,1
557,12-07-2019,1.2037313561249514,-0.5642404234029889,1032,0,0,1,3,7,0,1
558,13-07-2019,1.2902722604574242,-1.4149215140751317,1511,1,1,0,2,7,0,1
559,14-07-2019,1.1354124661315246,-0.6041904978318241,2355,2,1,0,2,7,0,1
560,15-07-2019,1.3676966921091747,-0.3075586144435614,1920,4,0,1,3,7,0,1
561,16-07-2019,1.4633431380999713,-0.33955996605322253,1088,3,0,1,3,7,0,1
562,17-07-2019,1.7639462540710478,-0.9816257940344811,921,1,0,1,3,7,0,1
563,18-07-2019,1.6273084740841952,-0.6846713163759598,799,1,0,1,3,7,0,1
564,19-07-2019,1.4997817012668653,-0.3235334827067713,888,0,0,1,3,7,0,1
565,20-07-2019,0.9304557961512457,0.23827089083412725,747,1,1,0,2,7,0,1
566,21-07-2019,0.5478700121880579,0.2941829297553621,1264,2,1,0,1,7,0,1
567,22-07-2019,0.939566803320769,-1.246258906567245,2544,4,0,1,2,7,0,1
568,23-07-2019,1.3449273724521653,-0.668657736800319,1135,3,0,1,3,7,0,1
569,24-07-2019,1.3950242481065451,0.27036256883946097,1140,1,0,1,3,7,0,1
570,25-07-2019,1.2492809264613687,-0.3316499545464796,1383,1,0,1,3,7,0,1
571,26-07-2019,1.5362202644337595,1.2169702917157255,1036,0,0,1,3,7,0,1
572,27-07-2019,1.5635478204311297,-0.48401768027506026,1259,1,1,0,3,7,0,1
573,28-07-2019,1.4223518041039158,-0.4277830470835667,2234,2,1,0,3,7,0,1
574,29-07-2019,1.235617148462683,-0.2594404530917765,2153,4,0,1,3,7,0,1
575,30-07-2019,1.2857140241170628,-0.475952823518593,1040,3,0,1,3,7,0,1
576,31-07-2019,1.1900675781262657,-0.3235850977900127,968,1,0,1,3,7,0,1
577,01-08-2019,1.2128423632944745,-0.6364499248576923,1074,1,0,1,3,7,0,1
578,02-08-2019,1.4041352552760682,-0.7890370146900486,983,0,0,1,3,7,0,1
579,03-08-2019,1.4770069160986565,0.32633912661474745,1328,1,1,0,2,7,0,1
580,04-08-2019,1.6273084740841952,0.8639876411986762,2345,2,1,0,3,7,0,1
581,05-08-2019,1.4952289304377033,1.289334638420153,1707,4,0,1,3,7,0,1
582,06-08-2019,1.4041352552760682,-0.7890370146900486,1233,3,0,1,2,7,0,1
583,07-08-2019,1.3130415801144335,-0.9496373461956303,1278,1,0,1,2,7,0,1
584,08-08-2019,1.3904714772773832,-1.0297439553862662,1263,1,0,1,2,7,0,1
585,09-08-2019,1.4223518041039158,-0.44391276059650076,1196,0,0,1,3,7,0,1
586,10-08-2019,1.2037313561249514,0.6233968344397517,1065,1,1,0,2,7,0,1
587,11-08-2019,1.0762045833076215,0.2061663090579833,2247,2,1,0,2,7,0,1
588,12-08-2019,1.1217486881328393,-0.8773246145744443,2182,4,0,1,3,7,0,1
589,13-08-2019,1.2310589121223217,-0.7005429544726871,1207,3,0,1,3,7,0,1
590,14-08-2019,1.2629447044600537,-0.2754153213549863,1128,1,0,1,3,7,0,1
591,15-08-2019,1.1536344804705716,-0.2675053098482437,1198,1,0,1,3,7,0,1
592,16-08-2019,1.2219533704639978,-0.6284882982677079,1338,0,0,1,3,7,0,1
593,17-08-2019,1.244722690121007,0.5271476079653715,1483,1,1,0,3,7,0,1
594,18-08-2019,0.998774686144672,-0.16303638136767204,2827,2,1,0,3,7,0,1
595,19-08-2019,0.7664904601670224,-1.342660397537187,1208,4,0,1,2,7,0,1
596,20-08-2019,0.7664904601670224,-0.7809721579335813,1026,3,0,1,2,7,0,1
597,21-08-2019,0.83936758650081,-1.5191736592060892,1081,1,0,1,3,7,0,1
598,22-08-2019,0.939566803320769,-1.5512717890968277,1094,1,0,1,3,7,0,1
599,23-08-2019,1.094421132135469,-1.366586569373733,1363,0,0,1,3,7,0,1
600,24-08-2019,1.1308596953023626,-1.527238515962556,1325,1,1,0,2,7,0,1
601,25-08-2019,0.9076864764942367,0.6955934321236446,1829,2,1,0,2,7,0,1
602,26-08-2019,0.8621369061578195,0.49493979602274474,1483,4,0,1,2,7,0,1
603,27-08-2019,1.1354124661315246,-0.7970502563632741,989,3,0,1,3,7,0,1
604,28-08-2019,1.2720502461183776,0.005461057873842407,935,1,0,1,3,7,0,1
605,29-08-2019,1.035213249311566,-1.0057171341373996,1177,1,0,1,3,7,0,1
606,30-08-2019,1.1536344804705716,-1.463095161641401,1172,0,0,1,3,7,0,1
607,31-08-2019,1.4679013744403326,-0.28348017811145354,1433,1,1,0,3,7,0,1
608,01-09-2019,1.4086880261052301,-0.9976522773809324,2352,2,1,0,2,7,0,1
609,02-09-2019,1.0989793684758304,-1.6314364652561104,2613,4,1,0,2,7,0,1
610,03-09-2019,1.1581872512997335,-0.5081606354612198,1965,3,0,1,3,7,0,1
611,04-09-2019,1.2583864681196923,0.5912406375803664,867,1,0,1,3,7,0,1
612,05-09-2019,1.3175998164547948,-0.03475999574201019,832,1,0,1,3,7,0,1
613,06-09-2019,1.0989793684758304,-0.6204234415112411,611,0,0,1,2,7,0,1
614,07-09-2019,1.1354124661315246,-0.24331073957884236,1045,1,1,0,3,7,0,1
615,08-09-2019,0.8940226984955512,1.169110205780147,1557,2,1,0,2,7,0,1
616,09-09-2019,0.6252999093510079,0.4386535477480101,2570,4,0,1,3,7,0,1
617,10-09-2019,0.47955112219463164,0.8801818735656616,1118,3,0,1,3,7,0,1
618,11-09-2019,0.4476707953680989,-1.270345085161839,1070,1,0,1,3,7,0,1
619,12-09-2019,0.5660920265271049,-0.7568808178306632,1050,1,0,1,3,7,0,1
620,13-09-2019,0.6389636873496931,-1.390781139643134,1054,0,0,1,3,7,0,1
621,14-09-2019,0.7528266821683373,-1.1179670364166103,1379,1,1,0,3,7,0,1
622,15-09-2019,0.6161889021814841,0.7357628706562555,3160,2,1,0,3,7,0,1
623,16-09-2019,0.4613345733667845,-1.2944867499709176,2166,4,0,1,3,7,0,1
624,17-09-2019,0.46588734419594646,-0.500147393787994,1022,3,0,1,2,7,0,1
625,18-09-2019,0.6981715701735961,2.156029308667936,371,1,0,1,2,7,0,1
626,19-09-2019,0.31103301538124634,0.31837750002476306,788,1,0,1,3,7,0,1
627,20-09-2019,0.2791526885547141,-0.9333914987454033,939,0,0,1,3,7,0,1
628,21-09-2019,0.5660920265271049,-0.4680557157826607,1250,1,1,0,3,7,0,1
629,22-09-2019,0.843920357329972,1.2010986536189978,2512,2,1,0,3,7,0,1
