,temp,windspeed,casual,dia_sem_encoded,laborables_0,laborables_1,weathersit_encoded,month_encoded
574,29.588347,11.416532,2153,4,0,1,3,7
575,29.964153,10.292339,1040,3,0,1,3,7
576,29.246653,11.083475,968,1,0,1,3,7
577,29.4175,9.458993,1074,1,0,1,3,7
578,30.8525,8.666718,983,0,0,1,3,7
579,31.399153,14.458064,1328,1,1,0,2,7
580,32.526653,17.249686,2345,2,1,0,3,7
581,31.535847,19.458207,1707,4,0,1,3,7
582,30.8525,8.666718,1233,3,0,1,2,7
583,30.169153,7.832836,1278,1,0,1,2,7
584,30.75,7.4169,1263,1,0,1,2,7
585,30.989153,10.4587,1196,0,0,1,3,7
586,29.349153,16.000471,1065,1,1,0,2,7
587,28.3925,13.834093,2247,2,1,0,2,7
588,28.734153,8.208304,2182,4,0,1,3,7
589,29.554153,9.126204,1207,3,0,1,3,7
590,29.793347,11.333586,1128,1,0,1,3,7
591,28.973347,11.374657,1198,1,0,1,3,7
592,29.485847,9.500332,1338,0,0,1,3,7
593,29.656653,15.500718,1483,1,1,0,3,7
594,27.811653,11.917089,2827,2,1,0,3,7
595,26.069153,5.79215,1208,4,0,1,2,7
596,26.069153,8.708593,1026,3,0,1,2,7
597,26.615847,4.8756436,1081,1,0,1,3,7
598,27.3675,4.7089811,1094,1,0,1,3,7
599,28.529153,5.6679186,1363,0,0,1,3,7
600,28.8025,4.8337686,1325,1,1,0,2,7
601,27.128347,16.375336,1829,2,1,0,2,7
602,26.786653,15.333486,1483,4,0,1,2,7
603,28.836653,8.625111,989,3,0,1,3,7
604,29.861653,12.791975,935,1,0,1,3,7
605,28.085,7.541654,1177,1,0,1,3,7
606,28.973347,5.1668189,1172,0,0,1,3,7
607,31.330847,11.291711,1433,1,1,0,3,7
608,30.886653,7.583529,2352,2,1,0,2,7
609,28.563347,4.2927436,2613,4,1,0,2,7
610,29.0075,10.125107,1965,3,0,1,3,7
611,29.759153,15.833507,867,1,0,1,3,7
612,30.203347,12.583136,832,1,0,1,3,7
613,28.563347,9.542207,611,0,0,1,2,7
614,28.836653,11.500282,1045,1,1,0,3,7
615,27.025847,18.833968,1557,2,1,0,2,7
616,25.01,15.041232,2570,4,0,1,3,7
617,23.916653,17.333771,1118,3,0,1,3,7
618,23.6775,6.1676314,1070,1,0,1,3,7
619,24.565847,8.833682,1050,1,0,1,3,7
620,25.1125,5.5422936,1054,0,0,1,3,7
621,25.966653,6.958821,1379,1,1,0,3,7
622,24.941653,16.583907,3160,2,1,0,3,7
623,23.78,6.0422811,2166,4,0,1,3,7
624,23.814153,10.166714,1022,3,0,1,2,7
625,25.556653,23.958329,371,1,0,1,2,7
626,22.6525,14.416725,788,1,0,1,3,7
627,22.413347,7.917189,939,0,0,1,3,7
628,24.565847,10.333343,1250,1,1,0,3,7
629,26.65,19.000061,2512,2,1,0,3,7
630,21.695847,14.958286,2454,4,0,1,3,7
631,21.080847,9.541068,1001,3,0,1,3,7
632,22.55,15.833507,845,1,0,1,3,7
633,26.035,16.3748,787,1,0,1,3,7
634,26.65,9.000914,751,0,0,1,2,7
635,25.385847,10.999993,1045,1,1,0,2,7
636,22.2425,15.249468,2589,2,1,0,3,7
637,21.593347,9.042186,2015,4,0,1,3,7
638,21.354153,6.0838814,763,3,0,1,2,5
639,24.224153,6.999825,315,1,0,1,1,5
640,26.9575,4.4585686,728,1,0,1,2,5
641,26.9575,7.875582,891,0,0,1,2,5
642,25.215,7.12545,1516,1,1,0,3,5
643,22.720847,17.957675,3031,2,1,0,3,5
644,17.049153,9.457854,781,4,0,1,2,5
645,15.716653,12.708493,874,3,0,1,2,5
646,18.313347,12.7501,601,1,0,1,2,5
647,21.080847,12.584007,780,1,0,1,3,5
648,17.835,12.166932,834,0,0,1,3,5
649,17.9375,15.751164,1060,1,1,0,3,5
650,16.126653,9.791514,2252,2,1,0,3,5
651,21.388347,18.667004,2080,4,1,0,3,5
652,23.028347,19.834479,760,3,0,1,2,5
653,19.201653,12.208807,922,1,0,1,3,5
654,18.689153,6.791857,979,1,0,1,3,5
655,21.4225,15.874779,1008,0,0,1,2,5
656,23.096653,9.041918,753,1,1,0,2,5
657,19.850847,7.874979,2806,2,1,0,3,5
658,19.030847,11.125618,2132,4,0,1,3,5
659,19.9875,5.4593811,830,3,0,1,3,5
660,22.310847,6.3345686,841,1,0,1,3,5
661,24.0875,4.8762064,795,1,0,1,3,5
662,22.55,8.333125,875,0,0,1,2,5
663,22.379153,8.875289,1182,1,1,0,2,5
664,21.73,15.791364,2643,2,1,0,2,5
665,19.5775,26.666536,998,4,0,1,2,5
666,18.04,23.9994,2,3,0,1,1,5
667,13.045462,14.271603,87,1,0,1,2,5
668,14.6575,11.166689,419,1,0,1,2,5
669,14.999153,10.542182,466,0,0,1,2,4
670,14.555,17.833725,618,1,1,0,3,4
671,14.076653,18.125443,1029,2,1,0,2,4
672,13.359153,12.000236,1201,4,0,1,3,4
673,13.085847,15.833775,378,3,0,1,3,4
674,11.514153,11.625371,466,1,0,1,3,4
675,12.129153,20.375236,326,1,0,1,2,4
676,14.439134,23.304945,340,0,0,1,3,4
677,14.828347,14.375386,709,1,1,0,3,4
678,15.955847,3.8756686,2090,2,1,0,3,4
679,17.254153,8.5425,2290,4,1,0,3,4
680,19.885,11.625639,1097,3,0,1,3,4
681,14.076653,22.917082,327,1,0,1,2,4
682,11.855847,13.374875,373,1,0,1,3,4
683,13.188347,10.250129,320,0,0,1,2,4
684,14.145,11.458675,484,1,1,0,3,4
685,13.325,12.041843,1313,2,1,0,3,4
686,14.0425,15.250004,922,4,0,1,3,4
687,15.614153,15.749489,449,3,0,1,2,4
688,15.340847,5.542575,534,1,0,1,2,4
689,14.486653,6.917482,615,1,0,1,3,4
690,13.94,3.5423436,955,0,0,1,3,4
691,15.101653,9.917407,1603,1,1,0,3,4
692,11.411653,25.250357,532,2,1,0,3,4
693,10.079153,10.0835,309,4,0,1,3,4
694,12.846653,3.12555,337,3,0,1,3,4
695,11.958347,15.916654,123,1,0,1,2,4
696,12.163347,14.125007,198,1,1,0,3,4
697,11.51567,7.739974,243,0,0,1,3,4
698,12.231653,3.9175436,362,1,1,0,3,4
699,12.231653,4.0001814,951,2,1,0,2,3
700,14.2475,8.333393,892,4,0,1,2,3
701,18.5525,5.5422936,555,3,0,1,3,3
702,19.509153,11.666643,551,1,0,1,3,3
703,17.971653,21.709407,331,1,0,1,3,3
704,10.489153,11.708518,340,0,0,1,3,3
705,13.154153,8.7502,349,1,1,0,2,3
706,15.648347,6.792393,1153,2,1,0,2,3
707,15.750847,10.584325,441,4,0,1,2,3
708,17.869153,12.750636,329,3,0,1,2,3
709,14.486653,19.834479,282,1,0,1,2,3
710,12.1975,10.916779,310,1,0,1,2,3
711,12.129153,11.666643,425,0,0,1,3,3
712,11.548347,8.792343,429,1,1,0,3,3
713,13.290847,7.12545,767,2,1,0,3,3
714,14.8625,6.749714,538,4,0,1,2,3
715,16.126653,6.5833061,212,3,0,1,2,3
716,16.844153,14.834068,433,1,0,1,3,3
717,13.6325,12.334164,333,1,0,1,3,3
718,13.53,8.875021,314,0,0,1,2,3
719,13.393347,25.083661,221,1,1,0,2,3
720,10.899153,27.292182,205,2,1,0,3,3
721,10.079153,8.916561,408,4,0,1,3,3
722,9.483464,5.1744368,174,3,0,1,2,3
723,11.943464,11.304642,440,1,1,0,2,3
724,9.976653,21.208582,9,1,0,1,1,3
725,10.420847,23.458911,247,0,0,1,2,3
726,10.386653,10.416557,644,1,1,0,2,3
727,10.386653,8.333661,159,2,1,0,2,3
728,10.489153,23.500518,364,4,0,1,3,3
729,8.849153,10.374682,439,3,0,1,2,3
